GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
104472715	6.43e-14	1.01e-14	0.064	7.738608	0.495515	975.95	SNHG14	small nucleolar RNA host gene 14
387893	6.53e-14	1.02e-14	0.0662	7.73652	0.512456	956.28	KMT5A	lysine methyltransferase 5A
650669	6.89e-14	1.08e-14	0.0645	7.729689	0.498896	805.77	GAS6-AS1	GAS6 antisense RNA 1
4093	7.02e-14	1.10e-14	0.1258	-7.727272	-0.971978	206.6	SMAD9	SMAD family member 9
415116	7.06e-14	1.11e-14	0.1026	-7.726393	-0.792374	310.49	PIM3	Pim-3 proto-oncogene, serine/threonine kinase
10890	7.13e-14	1.12e-14	0.0406	7.725111	0.31327	2918.17	RAB10	RAB10, member RAS oncogene family
56986	7.32e-14	1.15e-14	0.0808	-7.721786	-0.623644	512.64	DTWD1	DTW domain containing 1
134353	7.34e-14	1.15e-14	0.1215	7.721392	0.938058	204.74	LSM11	LSM11, U7 small nuclear RNA associated
100128494	7.76e-14	1.22e-14	0.0615	-7.714123	-0.474759	976.94	LOC100128494	uncharacterized LOC100128494
966	7.78e-14	1.22e-14	0.0366	-7.713889	-0.282109	14407.95	CD59	CD59 molecule (CD59 blood group)
1612	7.83e-14	1.23e-14	0.2345	-7.712932	-1.808641	70.86	DAPK1	death associated protein kinase 1
55066	8.09e-14	1.27e-14	0.0691	-7.708791	-0.532454	722.89	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit
57179	8.49e-14	1.34e-14	0.0557	7.702431	0.428736	1862.51	KIAA1191	KIAA1191
105372989	8.84e-14	1.39e-14	0.308	7.697232	2.370604	39.49	LOC105372989	
81788	8.98e-14	1.41e-14	0.141	7.695276	1.084846	169.13	NUAK2	NUAK family kinase 2
79070	9.24e-14	1.45e-14	0.1029	7.6915	0.79154	354.17	POGLUT2	protein O-glucosyltransferase 2
6372	9.62e-14	1.51e-14	0.287	-7.686329	-2.206267	51.1	CXCL6	C-X-C motif chemokine ligand 6
4188	9.71e-14	1.53e-14	0.5386	7.685045	4.139463	25.66	MDFI	MyoD family inhibitor
1051	9.95e-14	1.57e-14	0.0662	7.681886	0.508859	837.43	CEBPB	CCAAT enhancer binding protein beta
6629	1.02e-13	1.61e-14	0.0668	7.678332	0.512935	899.27	SNRPB2	small nuclear ribonucleoprotein polypeptide B2
3434	1.08e-13	1.70e-14	0.032	-7.671586	-0.245506	12161.09	IFIT1	interferon induced protein with tetratricopeptide repeats 1
11282	1.12e-13	1.77e-14	0.0508	-7.666576	-0.389454	1734.02	MGAT4B	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B
3845	1.13e-13	1.78e-14	0.0558	7.66553	0.427777	1163.52	KRAS	KRAS proto-oncogene, GTPase
1956	1.13e-13	1.79e-14	0.0378	-7.6652	-0.289821	3776.44	EGFR	epidermal growth factor receptor
983	1.14e-13	1.80e-14	0.0886	-7.664191	-0.678752	470.64	CDK1	cyclin dependent kinase 1
9990	1.15e-13	1.82e-14	0.0642	-7.662924	-0.492024	902.15	SLC12A6	solute carrier family 12 member 6
4860	1.16e-13	1.83e-14	0.0863	7.661882	0.660857	427.1	PNP	purine nucleoside phosphorylase
128637	1.16e-13	1.84e-14	0.0593	7.661504	0.454183	1169.92	TBC1D20	TBC1 domain family member 20
642799	1.18e-13	1.87e-14	0.1104	7.659338	0.845513	246.57	NPIPA2	nuclear pore complex interacting protein family member A2
5786	1.21e-13	1.92e-14	0.0528	-7.656011	-0.404541	1635.29	PTPRA	protein tyrosine phosphatase receptor type A
54517	1.24e-13	1.97e-14	0.0887	7.652881	0.678665	415.75	PUS7	pseudouridine synthase 7
124935	1.25e-13	1.98e-14	0.1746	-7.651645	-1.336155	112.34	SLC43A2	solute carrier family 43 member 2
11316	1.30e-13	2.06e-14	0.0547	7.646881	0.418113	1721.81	COPE	COPI coat complex subunit epsilon
23286	1.33e-13	2.10e-14	0.2095	-7.644274	-1.601141	82.44	WWC1	WW and C2 domain containing 1
5834	1.33e-13	2.11e-14	0.0536	-7.643743	-0.40939	2566.66	PYGB	glycogen phosphorylase B
54187	1.34e-13	2.12e-14	0.0773	7.642834	0.590872	561.32	NANS	N-acetylneuraminate synthase
25800	1.38e-13	2.19e-14	0.0481	7.638878	0.367805	1811.44	SLC39A6	solute carrier family 39 member 6
56776	1.40e-13	2.22e-14	0.1663	-7.637173	-1.26997	125.47	FMN2	formin 2
51754	1.46e-13	2.32e-14	0.1432	-7.631288	-1.09247	161	TMEM8B	transmembrane protein 8B
3433	1.48e-13	2.35e-14	0.0327	-7.629911	-0.249682	10802.22	IFIT2	interferon induced protein with tetratricopeptide repeats 2
51665	1.52e-13	2.41e-14	0.0644	7.626627	0.490852	899.15	ASB1	ankyrin repeat and SOCS box containing 1
55502	1.53e-13	2.43e-14	0.2046	7.625284	1.560075	75.3	HES6	hes family bHLH transcription factor 6
23223	1.54e-13	2.46e-14	0.093	7.624227	0.709288	404.09	RRP12	ribosomal RNA processing 12 homolog
27248	1.55e-13	2.47e-14	0.0479	7.623694	0.36549	1792.5	ERLEC1	endoplasmic reticulum lectin 1
7965	1.59e-13	2.54e-14	0.1105	7.620001	0.84227	271.9	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
200185	1.60e-13	2.55e-14	0.0758	7.619126	0.577291	664.24	KRTCAP2	keratinocyte associated protein 2
5865	1.62e-13	2.58e-14	0.0421	7.618025	0.320408	3037.1	RAB3B	RAB3B, member RAS oncogene family
163859	1.73e-13	2.75e-14	0.0824	7.609548	0.627063	484.56	SDE2	SDE2 telomere maintenance homolog
23065	1.79e-13	2.85e-14	0.0455	7.604937	0.346243	2018.72	EMC1	ER membrane protein complex subunit 1
2030	1.79e-13	2.86e-14	0.0781	7.604383	0.593587	546.51	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)
57562	1.80e-13	2.87e-14	0.1322	-7.604173	-1.005263	192.69	CEP126	centrosomal protein 126
221091	1.83e-13	2.92e-14	0.5614	-7.601676	-4.267806	32.64	LRRN4CL	LRRN4 C-terminal like
4048	1.83e-13	2.93e-14	0.0716	-7.601529	-0.544365	677.5	LTA4H	leukotriene A4 hydrolase
8633	1.85e-13	2.96e-14	0.1294	7.600035	0.983605	181.74	UNC5C	unc-5 netrin receptor C
25957	1.85e-13	2.96e-14	0.0578	-7.600027	-0.439592	1629.5	PNISR	PNN interacting serine and arginine rich protein
85403	1.86e-13	2.98e-14	0.0854	7.599307	0.649261	456.72	EAF1	ELL associated factor 1
5589	1.88e-13	3.01e-14	0.0358	7.597819	0.272238	4756.8	PRKCSH	protein kinase C substrate 80K-H
128	1.91e-13	3.06e-14	0.0442	-7.595814	-0.335825	2721.29	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
2969	1.92e-13	3.07e-14	0.0485	-7.595369	-0.368407	2022.5	GTF2I	general transcription factor IIi
54674	1.93e-13	3.10e-14	0.111	-7.594164	-0.843214	286.73	LRRN3	leucine rich repeat neuronal 3
6430	1.94e-13	3.11e-14	0.0582	-7.593759	-0.442184	1929.18	SRSF5	serine and arginine rich splicing factor 5
155066	1.96e-13	3.15e-14	0.1492	-7.592092	-1.132435	144.77	ATP6V0E2	ATPase H+ transporting V0 subunit e2
3052	1.98e-13	3.18e-14	0.0871	7.590946	0.660952	445.38	HCCS	holocytochrome c synthase
7106	2.02e-13	3.24e-14	0.0693	-7.588362	-0.525948	1138.95	TSPAN4	tetraspanin 4
7127	2.02e-13	3.25e-14	0.0682	-7.588053	-0.517484	838.79	TNFAIP2	TNF alpha induced protein 2
100533483	2.03e-13	3.26e-14	0.066	7.587596	0.50044	886.56	DNAAF4-CCPG1	DNAAF4-CCPG1 readthrough (NMD candidate)
7090	2.03e-13	3.26e-14	0.0706	7.587472	0.535852	674.44	TLE3	TLE family member 3, transcriptional corepressor
57464	2.05e-13	3.30e-14	0.2027	-7.585915	-1.537974	86.08	STRIP2	striatin interacting protein 2
100528016	2.11e-13	3.39e-14	0.0428	7.582493	0.324739	2485.78	TMX2-CTNND1	TMX2-CTNND1 readthrough (NMD candidate)
10213	2.13e-13	3.43e-14	0.0606	7.580985	0.459497	1120.1	PSMD14	proteasome 26S subunit, non-ATPase 14
6748	2.15e-13	3.46e-14	0.0548	7.579947	0.415186	1481.39	SSR4	signal sequence receptor subunit 4
56342	2.18e-13	3.51e-14	0.1227	7.578052	0.929976	206.45	PPAN	peter pan homolog
5720	2.24e-13	3.61e-14	0.0496	-7.574199	-0.375989	2060.87	PSME1	proteasome activator subunit 1
23481	2.36e-13	3.81e-14	0.0619	7.567462	0.468654	1031.3	PES1	pescadillo ribosomal biogenesis factor 1
3783	2.43e-13	3.91e-14	0.2009	7.563853	1.519846	80.99	KCNN4	potassium calcium-activated channel subfamily N member 4
6122	2.43e-13	3.92e-14	0.0334	7.563472	0.252426	16595.36	RPL3	ribosomal protein L3
4947	2.47e-13	3.98e-14	0.0636	-7.561673	-0.48083	887.93	OAZ2	ornithine decarboxylase antizyme 2
6193	2.53e-13	4.09e-14	0.0428	7.558211	0.323367	3924.65	RPS5	ribosomal protein S5
2787	2.54e-13	4.10e-14	0.0637	7.557878	0.481513	1495.18	GNG5	G protein subunit gamma 5
699	2.56e-13	4.13e-14	0.0905	-7.55671	-0.683911	481.5	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
5576	2.58e-13	4.17e-14	0.065	7.555637	0.491067	815.03	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha
9603	2.61e-13	4.21e-14	0.0804	-7.554233	-0.607213	593.09	NFE2L3	NFE2 like bZIP transcription factor 3
5166	2.63e-13	4.25e-14	0.4655	-7.553122	-3.515929	32.46	PDK4	pyruvate dehydrogenase kinase 4
642778	2.66e-13	4.30e-14	0.1114	7.551723	0.840984	247.21	NPIPA3	nuclear pore complex interacting protein family member A3
8470	2.70e-13	4.37e-14	0.4201	7.549334	3.171371	27.39	SORBS2	sorbin and SH3 domain containing 2
1033	2.72e-13	4.39e-14	0.1393	-7.548761	-1.051517	175.4	CDKN3	cyclin dependent kinase inhibitor 3
159090	2.72e-13	4.40e-14	0.0953	-7.548547	-0.719039	382.18	PABIR2	PABIR family member 2
9590	2.79e-13	4.52e-14	0.0394	-7.545096	-0.297254	4067.3	AKAP12	A-kinase anchoring protein 12
5292	2.80e-13	4.53e-14	0.0925	7.544802	0.69793	372.59	PIM1	Pim-1 proto-oncogene, serine/threonine kinase
23113	2.80e-13	4.54e-14	0.0915	-7.544535	-0.690455	403.95	CUL9	cullin 9
10791	2.83e-13	4.60e-14	0.0872	-7.542919	-0.657639	470.22	VAMP5	vesicle associated membrane protein 5
11030	2.85e-13	4.62e-14	0.0603	-7.542254	-0.455029	1093.61	RBPMS	RNA binding protein, mRNA processing factor
79792	2.90e-13	4.71e-14	0.09	-7.539762	-0.678602	476.68	GSDMD	gasdermin D
54434	2.91e-13	4.73e-14	0.044	-7.539124	-0.331584	2623.69	SSH1	slingshot protein phosphatase 1
6284	2.93e-13	4.76e-14	0.0678	-7.538444	-0.510868	1169.13	S100A13	S100 calcium binding protein A13
2592	2.94e-13	4.78e-14	0.1763	-7.537853	-1.328725	117.33	GALT	galactose-1-phosphate uridylyltransferase
31	2.96e-13	4.80e-14	0.0448	7.53713	0.337938	2415.5	ACACA	acetyl-CoA carboxylase alpha
9582	2.96e-13	4.81e-14	0.1504	-7.537096	-1.133481	149.78	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
284207	2.99e-13	4.86e-14	0.0653	7.535748	0.491855	877.56	METRNL	meteorin like, glial cell differentiation regulator
1407	3.03e-13	4.92e-14	0.0989	7.533919	0.745402	328.5	CRY1	cryptochrome circadian regulator 1
9759	3.03e-13	4.93e-14	0.0876	-7.533639	-0.659601	428.35	HDAC4	histone deacetylase 4
91300	3.03e-13	4.94e-14	0.0768	7.533449	0.578676	626.24	R3HDM4	R3H domain containing 4
9076	3.04e-13	4.95e-14	0.1389	-7.533325	-1.046416	167.91	CLDN1	claudin 1
27122	3.09e-13	5.03e-14	0.032	-7.531133	-0.241054	15939.67	DKK3	dickkopf WNT signaling pathway inhibitor 3
64746	3.12e-13	5.09e-14	0.0534	7.529527	0.401809	1473.16	ACBD3	acyl-CoA binding domain containing 3
23175	3.13e-13	5.10e-14	0.0449	-7.529294	-0.33797	2374.93	LPIN1	lipin 1
56893	3.15e-13	5.13e-14	0.0774	7.528509	0.582416	531.8	UBQLN4	ubiquilin 4
4084	3.22e-13	5.25e-14	0.0999	7.525553	0.75146	342.19	MXD1	MAX dimerization protein 1
5164	3.34e-13	5.46e-14	0.1171	-7.520533	-0.880723	246.57	PDK2	pyruvate dehydrogenase kinase 2
6867	3.35e-13	5.47e-14	0.0465	-7.52026	-0.349322	3009.61	TACC1	transforming acidic coiled-coil containing protein 1
100131315	3.36e-13	5.49e-14	0.1955	-7.519649	-1.470278	89.62	GREM1-AS1	GREM1 antisense RNA 1
100129482	3.43e-13	5.60e-14	0.0924	-7.517044	-0.694249	394.81	ZNF37BP	zinc finger protein 37B, pseudogene
10906	3.43e-13	5.61e-14	0.0668	-7.516957	-0.502462	905.13	TRAFD1	TRAF-type zinc finger domain containing 1
151246	3.67e-13	6.01e-14	0.0961	-7.507897	-0.721831	397.35	SGO2	shugoshin 2
4166	3.74e-13	6.13e-14	0.3071	7.505349	2.304925	40.39	CHST6	carbohydrate sulfotransferase 6
55833	3.78e-13	6.19e-14	0.0679	7.503974	0.509498	727.22	UBAP2	ubiquitin associated protein 2
51655	3.81e-13	6.24e-14	0.2216	7.503021	1.662918	66.93	RASD1	ras related dexamethasone induced 1
117583	3.89e-13	6.38e-14	0.1036	-7.500015	-0.777318	303.5	PARD3B	par-3 family cell polarity regulator beta
55677	3.90e-13	6.39e-14	0.0631	7.499894	0.473386	904.5	IWS1	interacts with SUPT6H, CTD assembly factor 1
26005	3.98e-13	6.52e-14	0.0885	7.497106	0.663674	481.04	C2CD3	C2 domain containing 3 centriole elongation regulator
80321	4.06e-13	6.66e-14	0.1372	-7.494374	-1.028	171.12	CEP70	centrosomal protein 70
124402	4.11e-13	6.75e-14	0.1122	7.49273	0.840802	292.24	UBALD1	UBA like domain containing 1
5431	4.27e-13	7.01e-14	0.0447	7.487617	0.33493	2425.43	POLR2B	RNA polymerase II subunit B
307	4.30e-13	7.06e-14	0.0477	-7.486797	-0.356857	1870.89	ANXA4	annexin A4
3200	4.58e-13	7.53e-14	0.1304	7.478337	0.975162	204.55	HOXA3	homeobox A3
388272	4.65e-13	7.64e-14	0.0925	7.476332	0.691396	356.29	C16orf87	chromosome 16 open reading frame 87
2077	4.65e-13	7.65e-14	0.0678	7.476188	0.506919	996.55	ERF	ETS2 repressor factor
25878	4.73e-13	7.78e-14	0.0555	7.473952	0.414852	1431.68	MXRA5	matrix remodeling associated 5
9220	4.81e-13	7.92e-14	0.1648	-7.471662	-1.231119	122.31	TIAF1	replaced by ID 399687
55213	4.82e-13	7.93e-14	0.0963	-7.471458	-0.719348	384.23	RCBTB1	RCC1 and BTB domain containing protein 1
23348	4.90e-13	8.07e-14	0.0737	7.469114	0.550583	715.28	DOCK9	dedicator of cytokinesis 9
53827	4.96e-13	8.17e-14	0.0483	7.467548	0.360745	2027.1	FXYD5	FXYD domain containing ion transport regulator 5
80223	5.08e-13	8.37e-14	0.1001	-7.464314	-0.747469	318.93	RAB11FIP1	RAB11 family interacting protein 1
9928	5.08e-13	8.38e-14	0.1061	-7.464198	-0.792055	369.07	KIF14	kinesin family member 14
51704	5.24e-13	8.64e-14	0.1277	-7.46023	-0.952931	204.64	GPRC5B	G protein-coupled receptor class C group 5 member B
65977	5.24e-13	8.64e-14	0.081	7.460139	0.604565	482.04	PLEKHA3	pleckstrin homology domain containing A3
1435	5.24e-13	8.65e-14	0.0614	-7.460078	-0.458167	1074.97	CSF1	colony stimulating factor 1
284403	5.33e-13	8.80e-14	0.1796	-7.457728	-1.339487	106.36	WDR62	WD repeat domain 62
4208	5.38e-13	8.88e-14	0.1406	-7.456522	-1.048298	184.92	MEF2C	myocyte enhancer factor 2C
10615	5.38e-13	8.89e-14	0.0978	-7.456421	-0.72895	436.45	SPAG5	sperm associated antigen 5
10783	5.38e-13	8.90e-14	0.0685	-7.456279	-0.510686	718.95	NEK6	NIMA related kinase 6
10076	5.46e-13	9.04e-14	0.1418	-7.454251	-1.057192	176.58	PTPRU	protein tyrosine phosphatase receptor type U
80777	5.58e-13	9.23e-14	0.0545	-7.451536	-0.406315	1648.56	CYB5B	cytochrome b5 type B
143888	5.65e-13	9.35e-14	0.0498	-7.449833	-0.370713	2248.99	POGLUT3	protein O-glucosyltransferase 3
3725	5.88e-13	9.73e-14	0.0402	7.444538	0.299374	3601.52	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
6731	5.89e-13	9.75e-14	0.0436	7.444203	0.324246	2370.32	SRP72	signal recognition particle 72
3329	6.14e-13	1.02e-13	0.0442	7.438729	0.32899	2842.69	HSPD1	heat shock protein family D (Hsp60) member 1
10129	6.18e-13	1.02e-13	0.1261	-7.437683	-0.937993	201.29	FRY	FRY microtubule binding protein
4191	6.22e-13	1.03e-13	0.0511	7.436806	0.379655	1747.3	MDH2	malate dehydrogenase 2
6207	6.37e-13	1.06e-13	0.0408	7.433667	0.303288	3815.15	RPS13	ribosomal protein S13
80219	6.49e-13	1.08e-13	0.0807	7.431144	0.599642	573.5	COQ10B	coenzyme Q10B
8795	6.58e-13	1.09e-13	0.0455	7.429177	0.337797	2120.34	TNFRSF10B	TNF receptor superfamily member 10b
7295	6.82e-13	1.13e-13	0.0475	-7.424437	-0.352714	2279.67	TXN	thioredoxin
65124	6.92e-13	1.15e-13	0.0909	7.422499	0.674346	380.31	SOWAHC	sosondowah ankyrin repeat domain family member C
3400	6.99e-13	1.16e-13	0.1497	-7.421155	-1.1112	148.09	ID4	inhibitor of DNA binding 4
10019	7.06e-13	1.17e-13	0.0586	7.419633	0.434609	1200.51	SH2B3	SH2B adaptor protein 3
84879	7.09e-13	1.18e-13	0.2033	7.419017	1.508635	82.19	MFSD2A	MFSD2 lysolipid transporter A, lysophospholipid
83593	7.15e-13	1.19e-13	0.3201	-7.417899	-2.374454	43.78	RASSF5	Ras association domain family member 5
54926	7.33e-13	1.22e-13	0.0523	7.414493	0.38767	1402.35	UBE2R2	ubiquitin conjugating enzyme E2 R2
10384	7.38e-13	1.23e-13	0.0748	-7.413681	-0.554556	599.74	BTN3A3	butyrophilin subfamily 3 member A3
55148	7.62e-13	1.27e-13	0.0677	-7.409253	-0.501347	759.74	UBR7	ubiquitin protein ligase E3 component n-recognin 7
85301	7.73e-13	1.29e-13	0.0994	7.407311	0.73617	345.91	COL27A1	collagen type XXVII alpha 1 chain
9100	7.86e-13	1.31e-13	0.0568	7.405087	0.420615	1276.41	USP10	ubiquitin specific peptidase 10
23169	7.94e-13	1.32e-13	0.0782	7.403787	0.579008	534.16	SLC35D1	solute carrier family 35 member D1
6047	8.00e-13	1.33e-13	0.0631	7.402678	0.467093	1014.83	RNF4	ring finger protein 4
1593	8.19e-13	1.37e-13	0.1509	-7.399478	-1.11627	156.15	CYP27A1	cytochrome P450 family 27 subfamily A member 1
64417	8.45e-13	1.41e-13	0.1205	7.395326	0.891437	278.41	TMEM267	transmembrane protein 267
10973	8.45e-13	1.41e-13	0.0477	7.395208	0.35275	1909.52	ASCC3	activating signal cointegrator 1 complex subunit 3
5465	8.48e-13	1.42e-13	0.0896	-7.394787	-0.66256	423.84	PPARA	peroxisome proliferator activated receptor alpha
6662	8.61e-13	1.44e-13	0.0503	7.392709	0.37169	1733.63	SOX9	SRY-box transcription factor 9
3914	8.62e-13	1.44e-13	0.1009	-7.392449	-0.745965	332.41	LAMB3	laminin subunit beta 3
131870	8.99e-13	1.50e-13	0.0791	-7.386767	-0.584063	531.11	NUDT16	nudix hydrolase 16
25953	9.04e-13	1.51e-13	0.1417	-7.385965	-1.046398	164.88	PNKD	PNKD metallo-beta-lactamase domain containing
728661	9.06e-13	1.52e-13	0.0571	-7.385619	-0.421595	1321.87	SLC35E2B	solute carrier family 35 member E2B
4356	9.09e-13	1.52e-13	0.1351	7.385188	0.99739	175.13	MPP3	MAGUK p55 scaffold protein 3
339263	9.14e-13	1.53e-13	0.0714	7.384456	0.527318	651.44	LINC02693	long intergenic non-protein coding RNA 2693
5021	9.25e-13	1.55e-13	0.0884	-7.382707	-0.652864	439.33	OXTR	oxytocin receptor
538	9.48e-13	1.59e-13	0.0769	-7.379499	-0.567268	582.55	ATP7A	ATPase copper transporting alpha
730101	9.58e-13	1.61e-13	0.099	-7.378061	-0.730531	378.97	LOC730101	uncharacterized LOC730101
112268048	9.64e-13	1.62e-13	0.1334	7.377151	0.98446	177.95	LOC112268048	uncharacterized LOC112268048
10413	9.67e-13	1.62e-13	0.0401	-7.376662	-0.295515	4246.49	YAP1	Yes1 associated transcriptional regulator
5912	9.78e-13	1.64e-13	0.0632	-7.375038	-0.46617	877.87	RAP2B	RAP2B, member of RAS oncogene family
91252	1.01e-12	1.70e-13	0.0578	7.370173	0.426091	1518.91	SLC39A13	solute carrier family 39 member 13
55041	1.03e-12	1.73e-13	0.0498	7.368422	0.366744	1652.17	PLEKHB2	pleckstrin homology domain containing B2
6616	1.04e-12	1.75e-13	0.3393	-7.366882	-2.49963	40.34	SNAP25	synaptosome associated protein 25
101927098	1.07e-12	1.80e-13	0.5154	-7.363059	-3.79475	30.4	LOC101927098	uncharacterized LOC101927098
54102	1.08e-12	1.81e-13	0.2113	-7.361979	-1.555476	78.08	CLIC6	chloride intracellular channel 6
4259	1.09e-12	1.84e-13	0.0768	-7.360085	-0.565345	682.42	MGST3	microsomal glutathione S-transferase 3
9130	1.10e-12	1.86e-13	0.0669	7.358505	0.492099	985.39	FAM50A	family with sequence similarity 50 member A
3215	1.12e-12	1.89e-13	0.1074	-7.356363	-0.789712	345.02	HOXB5	homeobox B5
64151	1.14e-12	1.91e-13	0.0935	-7.354724	-0.688002	514.91	NCAPG	non-SMC condensin I complex subunit G
646	1.14e-12	1.92e-13	0.086	7.354418	0.632649	438.92	BNC1	basonuclin 1
3836	1.16e-12	1.95e-13	0.0525	7.351945	0.385932	1555.1	KPNA1	karyopherin subunit alpha 1
10769	1.17e-12	1.97e-13	0.0663	-7.350492	-0.487075	1067.47	PLK2	polo like kinase 2
5271	1.19e-12	2.01e-13	0.0688	7.348295	0.505696	773.97	SERPINB8	serpin family B member 8
79628	1.21e-12	2.04e-13	0.2682	-7.345988	-1.97027	57.07	SH3TC2	SH3 domain and tetratricopeptide repeats 2
8528	1.22e-12	2.07e-13	0.1747	-7.344308	-1.283165	109.4	DDO	D-aspartate oxidase
55266	1.24e-12	2.09e-13	0.1102	-7.343071	-0.80897	266.17	TMEM19	transmembrane protein 19
4077	1.26e-12	2.13e-13	0.0421	-7.340335	-0.309364	2765.41	NBR1	NBR1 autophagy cargo receptor
5824	1.27e-12	2.15e-13	0.0678	-7.339355	-0.497836	750.86	PEX19	peroxisomal biogenesis factor 19
219988	1.29e-12	2.18e-13	0.0446	7.337404	0.327341	2139.84	PATL1	PAT1 homolog 1, processing body mRNA decay factor
55356	1.31e-12	2.22e-13	0.2055	7.334699	1.507433	75.15	SLC22A15	solute carrier family 22 member 15
29948	1.34e-12	2.27e-13	0.1852	-7.331664	-1.357519	100.25	OSGIN1	oxidative stress induced growth inhibitor 1
219771	1.37e-12	2.31e-13	0.0545	7.329355	0.399141	1348.75	CCNY	cyclin Y
435	1.37e-12	2.33e-13	0.0853	7.328406	0.625453	472.07	ASL	argininosuccinate lyase
9813	1.38e-12	2.34e-13	0.0528	-7.327967	-0.387045	1626.25	EFCAB14	EF-hand calcium binding domain 14
10267	1.39e-12	2.35e-13	0.1136	-7.327204	-0.832381	264.37	RAMP1	receptor activity modifying protein 1
217	1.39e-12	2.35e-13	0.0659	-7.326956	-0.482498	794.18	ALDH2	aldehyde dehydrogenase 2 family member
114879	1.39e-12	2.36e-13	0.0704	-7.326824	-0.515954	745.68	OSBPL5	oxysterol binding protein like 5
100288152	1.43e-12	2.42e-13	0.2413	-7.323235	-1.76725	66.72	SLC9A3-AS1	SLC9A3 antisense RNA 1
4299	1.45e-12	2.46e-13	0.0619	-7.321074	-0.452995	1181.95	AFF1	ALF transcription elongation factor 1
84725	1.49e-12	2.53e-13	0.0868	7.317241	0.635382	415.47	PLEKHA8	pleckstrin homology domain containing A8
55758	1.51e-12	2.56e-13	0.0701	7.315508	0.512587	754.39	RCOR3	REST corepressor 3
6238	1.58e-12	2.68e-13	0.0741	7.309452	0.541306	15165.3	RRBP1	ribosome binding protein 1
103611157	1.59e-12	2.71e-13	0.1834	7.308134	1.340304	93.47	TGFB2-OT1	TGFB2 overlapping transcript 1
7763	1.59e-12	2.71e-13	0.0461	7.307941	0.337055	2633.44	ZFAND5	zinc finger AN1-type containing 5
463	1.61e-12	2.74e-13	0.0546	7.306421	0.399223	1645.95	ZFHX3	zinc finger homeobox 3
9751	1.63e-12	2.78e-13	0.0981	-7.304575	-0.716474	405.46	SNPH	syntaphilin
8607	1.67e-12	2.84e-13	0.0571	7.301881	0.416914	1267.01	RUVBL1	RuvB like AAA ATPase 1
10144	1.70e-12	2.89e-13	0.09	-7.299482	-0.656592	401.67	FAM13A	family with sequence similarity 13 member A
146909	1.70e-12	2.90e-13	0.1331	-7.298754	-0.971353	183.7	KIF18B	kinesin family member 18B
3091	1.71e-12	2.91e-13	0.0354	7.298538	0.258533	5094.89	HIF1A	hypoxia inducible factor 1 subunit alpha
27166	1.71e-12	2.91e-13	0.0664	7.298399	0.484387	1030.66	PRELID1	PRELI domain containing 1
6655	1.71e-12	2.91e-13	0.0633	7.298449	0.462089	865.3	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2
54805	1.71e-12	2.91e-13	0.0781	7.298289	0.569758	572.98	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2
80233	1.76e-12	3.01e-13	0.0766	7.294158	0.558487	575.84	FAAP100	FA core complex associated protein 100
25976	1.76e-12	3.01e-13	0.0457	-7.293863	-0.33301	2578.37	TIPARP	TCDD inducible poly(ADP-ribose) polymerase
57221	1.83e-12	3.12e-13	0.2759	7.289066	2.011323	45.63	ARFGEF3	ARFGEF family member 3
23367	1.91e-12	3.26e-13	0.0394	7.283184	0.286803	3836.81	LARP1	La ribonucleoprotein 1, translational regulator
9256	1.94e-12	3.33e-13	0.173	-7.280529	-1.259867	111.48	TSPOAP1	TSPO associated protein 1
26135	1.96e-12	3.35e-13	0.0367	7.279512	0.266939	4547.39	SERBP1	SERPINE1 mRNA binding protein 1
196527	1.96e-12	3.35e-13	0.0431	7.279341	0.314062	2647.27	ANO6	anoctamin 6
10186	1.97e-12	3.37e-13	0.0745	-7.278819	-0.542126	645.91	LHFPL6	LHFPL tetraspan subfamily member 6
5727	2.02e-12	3.46e-13	0.1984	-7.27506	-1.443719	91.25	PTCH1	patched 1
9570	2.06e-12	3.52e-13	0.0567	7.272702	0.412392	1109.84	GOSR2	golgi SNAP receptor complex member 2
10435	2.08e-12	3.56e-13	0.0583	-7.27127	-0.423847	1190.2	CDC42EP2	CDC42 effector protein 2
9682	2.09e-12	3.59e-13	0.0644	7.270231	0.468297	865.49	KDM4A	lysine demethylase 4A
5211	2.13e-12	3.65e-13	0.0467	7.267983	0.339537	2178.09	PFKL	phosphofructokinase, liver type
54863	2.15e-12	3.70e-13	0.1153	-7.26628	-0.837454	298.61	TOR4A	torsin family 4 member A
331	2.18e-12	3.75e-13	0.0538	7.264443	0.391034	1381.39	XIAP	X-linked inhibitor of apoptosis
